conversation_id,message,intent,expected_action,first_support_reply,label_source,review_status,notes
conv_2440882,"iMessage on two Macs, both running Sierra. One correctly identifies the name of contacts through the address book. The other only displays the name if the number begins with +447 … Locale set correctly. Signed in and out of iCloud. This is so frustrating. @AppleSupport",account_appleid_issue,ESCALATE,"@700031 We're happy to look into this with you. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1626577,"old 6S iCloud backup “cannot delete at this time”, been trying for 2 days now. Can you help me get rid of it?",other_general,ESCALATE,@268292 Here is a link on how to delete the back up. Please reach out in DM if you are still having the issue https://t.co/vU7gSUiOfd,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2523431,"I forgot my password to my iphone and i need to reset it. The recovery told me it would take 3 days for me to reset it, but I need to reset it now. I am studying abroad and I can not be without a phon in case of an emergency. What should I do?",account_appleid_issue,ESCALATE,@249933 We'd be happy to assist today. Are you talking about the passcode to your phone? Or the password to your Apple ID account?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1724432,this A? bullshit needs to stop! NOW! No one pays all this money to apple products to have this bullshit to deal with,payment_billing_issue,ESCALATE,@226031 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1923171,why is my card declining when there’s plenty of money in my account 😐😞,payment_billing_issue,ESCALATE,@572470 We've got an article to help: https://t.co/U96y4MTG7k Still having issues? Contact our iTunes Store: https://t.co/SDIe7UiyJN,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1340825,Hi. I've ordered an iPhone X and have a confirmation email. Your website says it's not linked to my account. No money claimed,order_shipping_issue,ESCALATE,"@432735 For questions related to your preorder and the status, reach out to our Online Sales Support at https://t.co/8yjRd1Xo0i",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1201355,i cant subscribe to apple music subscription it show that your card is declined and it cant add payment infirmation also!!,subscription_services,AUTO_HANDLE,"@333548 We'd like to help! For billing related issues, reach out to iTunes support team by clicking here: https://t.co/SDIe7UiyJN",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1480734,hi I’m trying to purchase the Munsters sea 1 but it says I have to be on WiFi. I was able to purchase sea 2 on my cell network,payment_billing_issue,ESCALATE,"@463821 We've got you covered! Depending on the app size, Wi-Fi may be required to complete the download.",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1871811,Itunes charged my payal for a FREE game. Filed a dispute with paypal and they can't seem to understand FREE. @AppleSupport @AskPayPal FIX IT,payment_billing_issue,ESCALATE,@558972 We’re here to help! Please contact our iTunes Store Advisors to look into this with you here: https://t.co/SDIe7UiyJN,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2897731,"very poor customer service, had my money for 10 days already, no device delivered as informed, no info from courier, no resolution",payment_billing_issue,ESCALATE,@136102 This is not the experience we'd like for you to have. Please meet us in DM to discuss it. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_737268,How can I buy a MacBook while in Australia but with invoice for a Slovak company. Is there no way? #help please!! #urgent,device_how_to,AUTO_HANDLE,@296335 Let's get you pointed in the right direction. Reach out to our Online Store team here: https://t.co/8yjRd1Xo0i,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1535070,I want to give @AppleSupport a huge s/o for STEALING my money every month and not helping me at all when I contact them !!,payment_billing_issue,ESCALATE,@476033 We'd like to know more about your situation. Please join us in DM to tell us more. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2425837,Tired of @115858 Y'all literally design your phones to fail when a new one comes out and it's obvious. I'm not paying $1000 for that damn iPhoneScam so either make my stuff work right or RUN ME MY MONEY!!! Damn,payment_billing_issue,ESCALATE,"@696597 If you're having issues with your iPhone, go ahead and DM us more details about what you're specifically experiencing. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2207404,This is bullshit sorry for the question mark boxes but what the fuck apple!!! I️ purchase the X and then y’all come out and have this bs. Fix your problems @115858,payment_billing_issue,ESCALATE,"@645370 We recently released an iOS update, 11.1.1, that contains a fix for auto-correct issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_459573,"hey, the activity badges are *still* broken. I know it’s not the apocalypse or anything, but I thought Apple was all about “it just works”. Why offer something to the customers who spend a ton of money on your hardware and not care if it’s functional or not?",payment_billing_issue,ESCALATE,@224179 We’d like to understand more about this. What's going on with your activity badges?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1979552,For the third time in five months my watch has unpaired from my phone. It's costing me money & I'm fed up. What do I do?,payment_billing_issue,ESCALATE,@360207 Thanks for reaching out! We’d like to take a closer look at this with you. DM us your watchOS version to continue. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1808153,"If I pre-order an iPhone X one-time payment, is it means that it is unlocked with any carrier in Saudi Arabia?",order_shipping_issue,ESCALATE,@543207 We got your DMs! Be sure to check your inbox for our reply.,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_514779,my sim card keeps being “invalid” but it works for about 5 minutes each time i remove the tray so im sure its a software issue?? What should i do! When support tried to call me my sim card got invalid and it ended the call! HELP! THIS IS ANNOYING!!!!,payment_billing_issue,ESCALATE,"@238538 We know how important it is for your sim card to work, and want to help in any way we can. Check out the steps here and let us know if they help: https://t.co/UTP2qBi1Is",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2871684,Yo @115858 be on some bull shit I just charged my shit to 100%🔋 been on it for 10 mins why my shit on 58% already 😒,payment_billing_issue,ESCALATE,@797353 We'd be happy to look into these issues. Which device and software version are you using?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1398123,"hey Apple, why does my card keep getting declined on iTunes when I clearly have enough money etc to use it?",payment_billing_issue,ESCALATE,@445135 We want to get this taken care of for you. Please reach out to our iTunes Support team here: https://t.co/SDIe7UA9Bl,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_633859,: I can NOT 1) enter the six digit AVCode which appeared on my I-Pad. 2)Nor PaymentData to enter the AMEX card I use:I CAN PAY,payment_billing_issue,ESCALATE,"@269754 OK! So we can help further, please send us a DM using the link below: https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2472935,when I try to remove my credit card off my iTunes account it doesn't let me save the changes it says an unknown error has occurred; I would like to remove my credit card please!,payment_billing_issue,ESCALATE,@692856 We'd like to look into that with you. What type of device are you using to try and update your payment information? Please let us know in DM. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2126020,We are victims of the “I️” @115858 correct the situation or I️ demand credit on my phone smh https://t.co/tNNncUooie,software_update_issue,AUTO_HANDLE,@626077 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2404913,how do I update apps without putting in my credit card information?,payment_billing_issue,ESCALATE,@691737 That's a great question. We're happy to explain. You can update your payment details as outlined here: https://t.co/Y0YoIRcZa7 Let us know if you have any questions in the process. We're here for you.,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_604024,When will it be available apple pay cash in Spain?. Thanks @115858,card_atm_issue,ESCALATE,"@263569 Thanks for reaching out. At this time, we have no info on regional availability of features. We would suggest staying tuned to https://t.co/lmZtFUT6E5 for the latest news.",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1786835,Hey @118721 it would be nice if you stopped getting my wife's debit card hacked. @AppleSupport why does this keep happening?,card_atm_issue,ESCALATE,"@451464 Thanks for reaching out. If you're getting unauthorized billing notices, contact our iTunes Store group: https://t.co/SDIe7UiyJN",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_553492,I have updated multiple devices to 11.2 and I have no option for @115858 Pay Cash on any of them.,software_update_issue,AUTO_HANDLE,"@182911 For customers in the US who are excited about Apple Pay Person to Person Payments and Apple Pay Cash, those features require iOS 11.2 and will begin rolling out early next week.",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2918846,is Game Center down. I can’t switch between game accounts atm and I’m not the only one,other_general,ESCALATE,@807879 It seems like Game Center is up and running. May we ask which iOS version you're currently using?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_594653,why isn’t my Apple Pay Cash working :( tells me it’s not available bcuz of settings or region (i live in the US),card_atm_issue,ESCALATE,"@247576 If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1835273,why can’t I remove my credit card from my iPhone 7,payment_billing_issue,ESCALATE,"@550401 We'd be happy to get you pointed in the right direction. Check out: https://t.co/rnB74M0zio If that doesn't help, please DM us: https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2677932,"wife and I both pre-ordered iPhone X Now our credit card has charges but in 2 different amounts, same phones. Odd?",payment_billing_issue,ESCALATE,"@170616 Thanks for the details! Let's take a closer look. In a DM, please provide us with which country you're in. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_539939,"the App Store/iTunes keeps declining my credit card, how do i fix it?",payment_billing_issue,ESCALATE,@245226 We've received your DM. Please look for our reply there.,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1393451,my credit card isn't going through when I update in the iTunes Store. I've tried it four times. Says CC isn't supported,payment_billing_issue,ESCALATE,@444073 Let's get you pointed in the right direction. Reach out to our experts at iTunes Support for assistance: https://t.co/SDIe7UA9Bl https://t.co/GDrqU2kzhr,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_489720,Can @AppleSupport help me.. I don’t want to use PayPal anymore but I don’t have a credit card to log into and I don’t haves None option -_-,payment_billing_issue,ESCALATE,@231639 We'd like to help. There are various reasons as to why the None option isn't available. Check out the information here: https://t.co/rnB74M0zio DM us if you have further questions. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_898211,Does anyone know why I now HAVE to add a credit card to update FREE #apps from the #AppStore? #Apple @AppleSupport Makes no sense.,payment_billing_issue,ESCALATE,@251760 Let's see if we can help you resolve the issue with updating apps. Try the steps here: https://t.co/Y0YoIRcZa7 Questions? DM us.,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_550730,is Apple Pay Cash supposed to be available immediately after installing 11.2 or are we waiting for server availability? 🤷🏾‍♂️,payment_billing_issue,ESCALATE,"@248298 Thank you for reaching out to us and good question! DM us your current country location, please. This will help us make sure we are providing accurate information. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_553556,so I’m not seeing any way to add Apple Pay Cash,payment_billing_issue,ESCALATE,@134792 Thanks for reaching out. Confirm your country for us in a DM using the link below and we'll continue. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2414319,why do I have to put in my credit card information to update my apps?,payment_billing_issue,ESCALATE,"@693979 We can offer some guidance on this. If you’d like to remove your payment information, this article will help: https://t.co/Y0YoIRcZa7 If you have questions, let us know.",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1918585,"This 👆. Same thing with @115858, still not updated to iOS11 cause can't access Wi-Fi atm. How about an option ""Download anyway?""",software_update_issue,AUTO_HANDLE,"@571394 That’s not what we’d like to hear. Please let us know any steps you’ve tried to resolve this via DM, and we’ll start from there. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1118227,I need help with. Signing in on Apple music on my phone,subscription_services,AUTO_HANDLE,@383854 We'd like to look into this. What device/iOS version are you on? What happens when you try to sign in to Apple Music?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_770954,why on ios11 does the OS not recognize Spotify as currently playing music and offer controls. Worked fine in beta but not now https://t.co/4tnLyYSKZV,other_general,ESCALATE,@304125 Thanks for reaching out to us. Which version of iOS 11 are you currently running and which iPhone do you have?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1895674,when I go to download something in Apple Music it doesn’t download and doesn’t show up In My library,subscription_services,AUTO_HANDLE,@565021 We’d be glad to look into this with you. Can you start by confirming your iOS version? Check at Settings > General > About.,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_908471,having some trouble since updating my iPhone to #ios1103 I can’t seem to download music on Apple Music and access playlists ?,subscription_services,AUTO_HANDLE,"@335754 Thanks for reaching out to us, we'd like to help! DM us and we'll work from there. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_260438,Is MUSIC down? @AppleSupport,subscription_services,AUTO_HANDLE,@177972 All seems good over here! Are you having issues accessing your music?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2894770,.@AppleSupport why does apple music randomly change my songs to weird albums for no reason https://t.co/lPJEBt3JGK,subscription_services,AUTO_HANDLE,"@802228 We're glad to help. Are these downloaded from Apple Music, or from your personal collection? Also, does this happen to random songs or the same ones every time?",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2083415,my Spotify doesn’t pop up on the control center when I am playing music. It stays in Apple Music. Y’all need to fix this ASAP,subscription_services,AUTO_HANDLE,@616169 Let's take a look at your Control Center together! DM us your current version of iOS and we'll get started there. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1988395,when y’all plan on fixing these ugly ass boxes popping up instead of “I️”?,software_update_issue,AUTO_HANDLE,@588514 Let’s see what we can find out! DM us which device you’re using and your software version to proceed. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1888366,what’s up with iTunes? The app has just trashed my whole music library. #getyouracttogether,subscription_services,AUTO_HANDLE,@563161 It's important to us that your iTunes library works how you want it to. Please DM us and let us know exactly what's going on. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_704472,Anytime I get a Snapchat notification my music stops and doesn’t come back on unless I press play @AppleSupport . It’s aggravating me,subscription_services,AUTO_HANDLE,"@288341 We'd like to look into this with you to see how we can help. Connect with us in DM and let us know what app is used to play your music, and what device and OS you're using: https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_908605,"#ios1102 make my iPhone unsupported by my car stereo, both Music and Spotify. Remote on EarPods doesn’t work properly. 👎🏽👎🏽👎🏽@AppleSupport https://t.co/yqbrwAdiAe",other_general,ESCALATE,@335796 We want to help. Let's continue the conversation in DM. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2817859,So is anyone’s Apple Music not working neither? @115948 @AppleSupport https://t.co/W71xSwhWUV,subscription_services,AUTO_HANDLE,"@785475 We'd like to find out more about what's going on with the Music app. Can you send us a DM with the device iOS version? Also, when did this concern start happening? https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_408450,60 something songs just disappeared from my key playlist from Apple Music ON THEIR OWN. I didn't remove any song,subscription_services,AUTO_HANDLE,@212362 We'd like to help out. Were any changes made to the device prior to the songs missing?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1282389,my Apple Music says I have no subscription but I have paid for it and have it on my statement please fix,subscription_services,AUTO_HANDLE,@420006 We want to help with your Apple Music. Let's get into DM to continue. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2686686,my apple music keeps crashing and won’t open,subscription_services,AUTO_HANDLE,"@755515 We know you can't jam if the Music app won't open, and we're happy to see how we can help. To get started, DM us the device you're experiencing this on, and the software version that it's running. We'll meet you there. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_839869,On some shit when I was listening to music on my iPhone 8 my earphones started sparking and shocked the fuck out my ear. fuck you @115858,device_hardware_issue,ESCALATE,@319810 Let's look at this together. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_940566,"Will you add a podcast app to Apple Watch 3? Also, I’d like to stream pods and music through cellular without my phone.",subscription_services,AUTO_HANDLE,@342973 We want to hear your ideas. Leave us feedback for both of those devices here: https://t.co/oWzjJxkvlC,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1967172,"[1] my music app will not open or play any music, I ask Siri and it doesnt not play music ,I went to settings and tapped music",subscription_services,AUTO_HANDLE,"@236448 Let's team up on this. To start, DM us the iOS version your iPhone is running, and we'll continue from there. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1886854,But the worst experience of all.... was being ridiculed by the iStore team at the Century City Store 🤦🏾‍♀️@115858. Never again!!!!,subscription_services,AUTO_HANDLE,@371038 That's definitely not the experience we want you to have. Please DM us with more details about your recent visit. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1615502,It is strange that I can send iMessages and use FaceTime on iPod including other messaging apps but not @4305.,other_general,ESCALATE,"@495475 For answers and more information, reach out to the WhatsApp developer. Here’s how to contact them: https://t.co/TiJisiHvNT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2349456,"hey, @AppleSupport can you help me out with a bug I’m experiencing in the Messages app",other_general,ESCALATE,@679128 We can certainly help with any issues you maybe having. Let us know exactly what is going on and we'll get started through troubleshooting from there.,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2297641,I somehow lost my os in my MacBook Air please reply me. I was trying to download the new os. And it showed install failed and my screen won’t change from missing file screen.,software_update_issue,AUTO_HANDLE,@667000 We've received your DM and will continue our conversation there.,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1569682,"over an hour on hold, failing to speak to someone at Southampton store! https://t.co/F1JvF6yvij",other_general,ESCALATE,@484145 We may be able to help. Could you join us in DM and we'll see what's happening? https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_518384,I accidentally deleted my photos app @115858 #Help,device_how_to,AUTO_HANDLE,@239565 Glad to hear you were able to get that sorted out. Let us know if you have any issues in the future!,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2500877,I can’t freaking text now because @AppleSupport messaging app keeps closing SIGH!!,other_general,ESCALATE,"@427485 We'd be happy to look into this issue with you. Send us a DM with your current iOS version, and we'll take a closer look together there. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2923607,Ordered my IphoneX weeks ago and still has not shipped. My friends walks into an Apple store and gets one days ago. 🤦🏼‍♂️@AppleSupport @ATT,order_shipping_issue,ESCALATE,@809035 Let's look into this for you. Send us a DM and we can go over some options. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1971219,"I'm trying to download the twitter app, App Store says 'open' rather than 'install' PLEASE tell me how I can install it",app_store_issue,AUTO_HANDLE,"@583887 If it says open, the app may be installed. DM us if you can't find it via Search: https://t.co/C5o3PCtNd0 https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_247579,"Any reason Independence Day Resurgence went from 4K, to 4K HDR and then back to HD on the UK iTunes store today?",app_store_issue,AUTO_HANDLE,"@174827 Thanks for reaching out. For questions regarding iTunes Store content, reach our iTunes Store team here: https://t.co/SDIe7UiyJN",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2050170,is anyone else having trouble with their Apple ID? can’t log into anything and App Store won’t even load 😪 @AppleSupport,account_appleid_issue,ESCALATE,@422184 Let’s work together on this. Are you able to sign in to the Apple ID website? https://t.co/ggVDoc1mU7 Let us know via a DM. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_489673,Help me Apple!!!!! Every time I go onto a app the app crashes is there anyway to fix this? @AppleSupport,other_general,ESCALATE,"@231625 We'd love to help. Can you DM us your complete software version from Settings > General > About, next to version? https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1802801,iOS11 on 6s UNUSABLE.Apps https://t.co/bvaMo31gaB freezes.Can't make/recive calls often .How 2 downgrde to 10.3 w/o data loss,software_update_issue,AUTO_HANDLE,@541702 We can help with the iOS performance. Could you Direct Message us and let us know what version you're on? https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2889464,Is there a way to deactivate the limit of 150 MB in the App Store? I want to load iMovie with my mobile data (unlimited data for 25€ FTW) bc there is no WiFi here.,app_store_issue,AUTO_HANDLE,"@673606 Thanks for reaching out to us. Currently, there is no way to disable this limit. If this is something you'd like to see change in the future we encourage you to leave feedback regarding this here: https://t.co/eTPVYVFyd8",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2497693,"Hi. I can’t able to reduce the volume in WhatsApp video calls, even my volume is mute. This happen after I updated my iOS11.",app_store_issue,AUTO_HANDLE,"@712728 We'd like to help. To start, DM us with the device model and exact iOS 11 version you're using. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2435737,is it just me or is it possible only to stream this album? Can’t download https://t.co/zwH6AQk45y,subscription_services,AUTO_HANDLE,@156915 Let's get you back to listening to your music. What happens when you try to download it? Are you able to download other albums?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1337329,"ordered iPhoneX. But not showing up in orders, not received email on confirmation. App says upgrd eligibility alrdy used help!",order_shipping_issue,ESCALATE,@431933 Let's get you in touch with our on-line sale team. They can be reached by phone or chat here: https://t.co/RmFSlCjBk4,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_148102,Nah ... it's OK! I *used* love @115858 having nearly every product ..but my new laptop has died and is only 3 months old. Can't get to an @AppleSupport store until Thursday as there are no appointments before then. This is the third laptop to break in 3 years. #notwhattheyusedtobe https://t.co/JtM6pIKByl,app_store_issue,AUTO_HANDLE,@133450 We'd like to help. DM us details on what's going on with your Mac along with your current location. We'll work together on any issues you're having there. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2894813,what's the shipping address for Apple care insurance repairs? @115858 @AppleSupport,order_shipping_issue,ESCALATE,@802243 Please DM us and give us more information on what you are looking to have repaired. We'd be happy to help. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2549098,"Hey, will I be able to get iPhone X next week in HK? Because it's unavailable for pre-order. Going there next week.",order_shipping_issue,ESCALATE,@388822 Hey there. We suggest reaching out to Apple Authorized Resellers to see if this might be possible: https://t.co/H4kwLfthps,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1941616,why can I not do Apple installments with my reservation but I can if I try and order it again #iPhoneX,order_shipping_issue,ESCALATE,@577393 We're glad to get you pointed in the right direction for help with your iPhone X order. Please DM us to proceed from here. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2909269,My second iphone x order said it been shipped DPD tracking info not working tho? Apple UK,order_shipping_issue,ESCALATE,"@248303 We’d like to get you in touch with our Online Store team for further assistance. Reach out to them here: https://t.co/RmFSlCBcIE The iPhone X has created high demand for our Online Store team. If you're unable to get through on the first try, please keep trying.",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1823108,"FFS, @115858. This album was only released 2 days ago and I've already got duplicates in iTunes of almost every fu*%ing track! @AppleSupport https://t.co/MlWwB4Z8uj",order_shipping_issue,ESCALATE,@419613 Thanks for reaching out. We'd love to assist with this situation. Could you DM some details on when you first noticed this? https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_700141,where is MY DELIVERY??? SCAM! Letting @115858 know ur CO scams them as well. No delivery. Will cx order with Apple BC of You!,order_shipping_issue,ESCALATE,"@287061 Thanks for reaching out. For issues with an order, connect with our Apple Online Store support here: https://t.co/8yjRd1Xo0i",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1201158,I placed an order on Friday and never received a confirmation email... did my order go through or...?,order_shipping_issue,ESCALATE,@402237 Thanks for reaching out to us. Can you please clarify the type of order that you are referring to?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_686910,Oh my god thank you so much for restoring my photos after you deleted them @115858. But now they’re all out of order & I have to sort through over 3000+ pics & videos. THANK YOU. Fanfuckingtastic. https://t.co/Qh66GqJxFN,order_shipping_issue,ESCALATE,@284022 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_777850,Amazon Fake delivery Apple Watch @115858 @AppleSupport @AmazonHelp https://t.co/NSDyN3ww3S,order_shipping_issue,ESCALATE,,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1358117,got the complete my order email but now showing 2-3 week ship when I checked out was specifically for in store pickup. #help,order_shipping_issue,ESCALATE,@436637 We know getting your new iPhone is important. Are you able to view or edit your order here: https://t.co/jr7MZtpSNY,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_50071,My iPhone X is supposed to arrive on Friday but my order still says it’s being prepared for shipping,order_shipping_issue,ESCALATE,@127212 We'd like to help any way we can over Twitter. Please DM us the country you're located in here: https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2270018,you are not making it easy for me to get the iPhone X .... delivery wise ....,order_shipping_issue,ESCALATE,@660539 We'd love to get you in touch with our Online Sales Team to nail down details on delivery: https://t.co/8yjRd1Xo0i https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2815583,.@AppleSupport I believe an explanation is in order. https://t.co/x3YYr6q1mw,order_shipping_issue,ESCALATE,"@144553 Hi. We know these goals are extremely important to staying fit. We want you to have what you earned. For this concern, did the Apple Watch tell you that day you reached goal? You show the iPhone but do you see the ring closed on the Apple Watch? Send us a DM. https://t.co/GDrqU22YpT",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_657204,why is my order still “Preparing for Shipment” and I’m supposed to get it today??,order_shipping_issue,ESCALATE,"@276438 For all sales related inquiries, please visit: https://t.co/8yjRd1Xo0i",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1352266,Placed order but noticed the shipping address was wrong. Order status went from placed to preparing to ship” need to cancel!,order_shipping_issue,ESCALATE,@435350 Our Online Store team will be happy to help you with your order from the following link: https://t.co/8yjRd1Xo0i,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1336269,"bravo @115858 - after completing my order with store pickup, tells me no stores available but won't let me ship it. Try again, get this: https://t.co/YglVYhTkxP",order_shipping_issue,ESCALATE,"@431719 Thank you for reaching out to us. We'd like to get you in touch with our Sales Support, see this link: https://t.co/8yjRd1Xo0i",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
